Links,Texts,Text
https://navavani.org.in/wp/archives/13885,संस्कृतदिवसः अद्य।,"तिरुवनन्तपुरम्- भारते संस्कृतानुरागिणां मुख्यदिवसो भवति श्रावणमासे पूर्णिमा तिथिः। पञ्चदशकं यावत् दिनमिदं संस्कृतदिवसत्वेन आचर्यते। 1969 तमे वर्षे एं. सी. चग्ला वर्यः यदा केन्द्रीय शिक्षामन्त्री आसीत् तदा एव संस्कृतदिवसमायोजयितुं निरणयो जातः। तदा प्रभृत्येव आकाशवाण्यां संस्कृतवार्ताप्रसारणमपि समारब्धम्।  र्अटल् बिहारी वाजपेयी वर्यः प्रधानमन्त्रीपदव्यां स्थित्वा 2000-2001 वर्षः संस्कृतवर्षत्वेन आचरितः। तदा प्रभृति प्रतिवर्षं संस्कृतवाराचरणमेव इदानीं संपत्स्यते। संस्कृतदिनस्य पूर्वं दिनत्रयं पश्चाच्च दिनत्रयं समायोज्य संस्कृतवारम् आचर्यते।
     संस्कृतं राष्ट्रीयैक्याय इति मुद्रावाक्यम् उद्घोषयन्नेव संस्कृतदिनमाचर्यते। अस्याः अमृतभाषायाः प्राधान्यं प्रसक्तिं च सामान्यजनेभ्यो अवबोधयितुं तथा संस्कृतपठनद्वारा पौराणिकम् आधुनिकं च विज्ञानं संयोजयितुमेव एतादृशं दिनाचरणम् कल्पितमस्ति। व्यवहारभाषात्वेन संस्कृतं प्रतिष्ठितुं यत्नं कृतवन्तः बहवः विद्वांसः सन्ति। तेषु प्रामुख्यं भजन्ते गुरुनाथः इति विख्यातः पुन्नश्शेरि नम्पि नीलकण्डशर्मा महाशयः तेषां मार्गं अनुसृत्य के.पी. नारायण पिषारोटिवर्यः, पी.टी. कुरियाकोस् वर्यः, वी. कृष्णशर्मा, प्रभृतयः विद्वांसः केरलेषु संस्कृतमहासागरे कर्णधाराः आसन्।
     संस्कृतभाषा तथा तस्यामन्तर्लीनां संस्कृतिं  विपुलां संपदं च मानवजीवनस्य विभिन्नां मेखलां स्पृशन्ति। वेदेषु वेदाङ्गेषु इतिहासपुराणादिषु दर्शनेषु उपनिषत्सु च सूचितानां विज्ञानानां प्रचारणम् आधुनिककले अवश्यंभावि। अतः संस्कृतदिनाचरणं केवलं आचरणाय न भवतु, संस्कृतप्रचारायैव भवतु।"
https://navavani.org.in/wp/archives/13888,आराष्ट्रं रोगिणां संख्या वर्धते।,"उत्तरप्रदेशे कोविड् रोगबाधया मन्त्रिणः मृत्युः,
केन्द्रीय गृहमन्त्री अमित्षा वर्यः कोविड् बाधितः अभवत्।
  नवदिल्ली-    उत्तरप्रदेशे मन्त्रिमण्डलसदस्या तान्त्रिकशिक्षाविभागमन्त्री च कमलराणी वरुण् वर्या कोविड् बाधया मृता। जूलै १८ दिनाङ्के तस्यां रोगबाधा स्थिरीकृता आसीत्। अतः लख्नौ चिकित्सालये चिकित्सायां वर्तमाना अद्य प्रातः दिवंगता अभवत्। अस्मिन्नन्तरे केन्द्रीयगृहमन्त्री अमित्षा वर्यः कोविड् बाधितः सन् चिकित्सालयं नीतः। आराष्ट्रं रोगिणां संख्या मृत्युसंख्या च अनुदिनं वर्धते।
केरलेषु अद्य ११६९ जनाः कोविड् बाधिताः सन्तीति आवेदयति। एषु ९९१ जनेषु सम्पर्केणैव रागबाधा सञ्जाता। शिष्टाः विदेशेभ्यः इतरराज्येभ्यश्च आगत्य सम्पर्कनिरोधे स्थिताः आसन्। एकस्य रोगिणः मरणमपि अद्य आवेदितम्।"
https://navavani.org.in/wp/archives/13868,अङ्कीयशिक्षारीतिः आराष्ट्रं श्रद्धामावहद् इति मुख्यमन्त्री पिणरायि विजयन् वर्यः l,"केरलसर्वकारेण आयोजिता अङ्कीयशिक्षारीतिः आराष्ट्रं श्रद्धामावहद् इति मुख्यमन्त्री पिणरायि विजयन् वर्यः अब्रवीत्। भारते विदूरशिक्षा अभियानमधिकृत्य मानवसंसाधनमन्त्रालयस्य आवेदने आदर्शरूपेण केरलमेव अवातरत् इति तेन निगदितम्। एतत् केरलाय अभिमानास्पदम् इति कोविडवलोकनार्थमायोजिते वार्ताहरमेलने मुख्यमन्त्री अवदत्।
अङ्कीयकक्ष्या जालाधारितप्रवेशनम्, तान्त्रिकविद्याप्रयोगशालाप्रभृतिषु षोडश मानदण्डेषु पञ्चदश केरलेन आर्जितमिति आवेदने सूचितमस्ति। सार्वजनीनविद्यालयेषु जालाधारिककक्ष्या कार्य़क्षमतया प्रचलति, परं निजीयविद्यालयेषु समयक्रमः पुनरायोजनीयः इत्यपि मुख्यमन्त्रिणा सूचितम्।"
https://navavani.org.in/wp/archives/13853,"शिक्षामण्डले महत् परिवर्तनम्, राष्ट्रिय-शिक्षा-नायः केन्द्रमन्त्रिमण्डलेन अङ्गीकृतः।","दिल्ली- राष्ट्रे वर्तमानस्य विद्याभ्यासक्रमस्य आसमन्तात् परिवर्तनम् आयोजयति।  अधुना वर्तमानः उच्चविद्यालय-उच्चतरविद्यालयक्रमः परिवरितयिष्यति। तदर्थं शिक्षानायस्य प्रारूपं संसद् अङ्गीचकार। एतदनुसारं चतुर्षु सोपानेषु द्वादशाङ्कपरिपूर्तये अष्टादशवर्षीयः शिक्षासम्प्रदायः राष्ट्रे अयोजयिष्यते। इष्टतरं विषयं चित्वा पठितुमवसरः छात्राः लभन्ते। मानवविभवमन्त्रालयस्य नाम इतःपरं शिक्षामन्त्रालयः इति भविष्यति।  औद्योगिकी घोषणा अद्य सायं चतुर्वादने भविष्यति।
     राष्ट्रे शिक्षाक्षेत्रे समग्रं परिवर्तनम् अनेन जायते।  त्रीणिवयस्तः अष्टादशवयःपर्यन्तं शिक्षा अधिकारः भविता।  सममेव पाठ्यपद्धतेः बहिः कला-कायिकरङ्गेषु पाठ्येतरप्रवर्तनेष्वपि प्रामुख्यं दीयमाना रीतिरेव नयप्रारूपे विभाविता।
     दश-द्वादशकक्ष्यायोः परीक्षासम्प्रदायेपि परिवर्तनं निर्दिष्टम्। 10+2 इति अधुनातनां रीतिं परिवर्त्य  5+3+3+4  इति रूपेण शिक्षाधटनायाः परिष्करणायैव निर्णयः। पञ्चमकक्ष्यापर्यन्तं मातृभाषायामेव अध्ययनं भवेत्। प्रथमतः तृतीयकक्ष्यापर्यन्तं केवलं भाषा गणितं च पाठयितुं निर्देशः अस्ति।
Click here to read NEP"
https://navavani.org.in/wp/archives/13822,"कोविड् रोगिणः मृत्युः, कोट्टयं नगरसभा वैद्युतश्मशाने शवसंस्कारविषये संघर्षः।","कोट्टयम्- कोविड् बाधया मृतस्य देहसंस्कारं कोट्टयं मुट्टम्बलं वैद्युतश्मशाने तद्देशवासिनः रुरोध। संस्कारवेलायां धूमशकलात् रोगव्यापनं भवेत् इति मृषाभीत्या नगरसभासदस्यस्य नेतृत्वे एव देशवासिनः संस्कारकर्व रुरोध। कोट्टयं चुङ्कं देशीयः औसेफ् जोर्ज् इत्याख्यस्य मृतदेह एव संस्कारार्थं तत्रानीत आसीत्। तस्य आराधनालये कोविड् मानदण्डानुसारं मृतदेहसंस्कारार्थं सुविधा नास्तीत्यतः नगरसभाश्मशानमानीतः। कोट्टयं विधानसभा सदस्य आगत्य देशवासिभिः सागं संभाषणं कृत्वा अपि जनैः न अनुमितः।
     रात्रौ आरक्षिदलस्य सान्निध्ये नगरसभा अधिकृतानाम् अनुमत्या मृतदेहः तस्मिन्नेव श्मशाने संस्कृतः। मृतदेहं प्रति तद्नांदेशायानां केषांचन जनानां शत्रुता विषये आकेरलं जनाः जागरिताः अभवन्। मृतशरीरं कदापि अस्माकं शत्रुः, रोगी अपि अस्माकं शत्रुः नास्ति। रोग एव शत्रुः, रोग एव निष्कासितव्यः इत्याह्वानेन समाजमाध्यमेषु केरलीयाः प्रचारणाय अद्यताः सन्ति।"
https://navavani.org.in/wp/archives/13815,"अद्य कार्गिल् विजयदिवसः, युद्धविजयस्य 21 तमं वयः।","नवदिल्ली- भारतस्य कार्गिल् युद्धविजयस्य अद्य 21 वयः। ओपरेशन् विजय् इति नामना स्थलसेनया तथा ओपरेशन् सफेद् सागर्  इति नाम्ना व्योमसेनया च संयुक्ततया कृते संग्रामे पाकिस्तानं विरुध्य भारतं विजयमवाप।
     युद्धे वीरमृत्युं प्राप्तानां 527 धीरसैनिकानां कृते श्तल-नाविक-व्योमसेनाविभागस्थाः अधिकारिणः दिल्ल्यां युद्धस्मारके पुष्पचक्रम्  समर्पयिष्यति।
     1999मेय-जूलै काले जम्मू काश्मीरे कार्गिल् प्रदेशे एव युद्धं समारब्धम्। पाक् सैन्यस्य सहयोगेन भीकराः सीमामतिक्रम्य अक्रमणमारभन्त। तदा एव भारतेन प्रत्यादेशो दत्तः
     18000 पादमिते ऊर्ध्वभागे शत्रुसैन्यैः प्रतिकूलसाहचर्यैश्च कृते आहवे एव ऐतिहासिकं विजयमवाप भारतम्। स्वर्गीयः अटल् बिहारी वाजपेयी वर्यः आसीत् तदानीन्तनः प्रधानमन्त्री।"
https://navavani.org.in/wp/archives/13813,मध्यप्रदेश मुख्यमन्त्रिणः कोविड् रोगबाधा।,"भोपाल्- मध्यप्रदेशमुख्यमन्त्री तथा वरिष्ठः भा.ज.पा. नेता च शिवराज् सिंह् चौहान् वर्यः कोविड्-१९ रोगबाधितः अभवत्। कार्यमिदं स एव स्वकीये ट्विट्टर् द्वारा प्राकाशयन्।”
मम प्रियाः देशवासिनः मयि कोविड्-१९ रोगस्य लक्षणमासीत्। प्रथमे परीक्षणे मयि रोगबाधा स्थिरीकृता।”
इत्येव स ट्विट्टर् मध्ये सूचितवान्।
मुख्यमन्त्रिणा सह सम्पर्कं सञ्जातान् सर्वान् सम्पर्कनिरोधे प्रावासयत्।"
https://navavani.org.in/wp/archives/13795,कोविड्- मृतदेहं स्वीकर्तुं कोपि नास्ति। रुग्णवाहिकाचालकः स्वीकृत्य प्रेतसंस्कारं कृतवान्।,"मङ्गलूरु- कोविड् व्यापनं समाजे बृहत्तरं प्रतिसन्धिमसृजत्। एतादृशः प्रतिसन्धिरेव समाजे नायकान् सृजति। तादृशः एकोस्ति मंगलूरुस्थः मुहम्मद् आरिफ् इति रुग्णवाहिकाचालकः। कोविड् बाधया मृतस्य कस्यचन वृद्धस्य मृतदेहसंस्कारार्थम् उद्यम एव आरिफ् वर्यं प्रशस्तं चकार।
अपत्यैः उपेक्षितः वृद्धसदने कालं नीतः वेणुगोपाल रावु इति ६२ वयस्कः कोविड् बाधया मृतः। परं तस्य मृतदेहं स्वीकर्तुं बान्धवाः नागताः। कोविड् संक्रमणभीत्या प्रेतसंस्कारार्थम् अन्यः कोपि नागतः। अस्मिन्नन्तरे आरिफ् सन्नद्धतां प्रकटय्य आगतवान्।
अनाथरूपेण मृतदेहे स्थिते आरक्षिनिलये सूचनां दत्वा आरिफ् वर्यः प्रेतसंस्कारार्थमागतः।"
https://navavani.org.in/wp/archives/13780,कोविड् प्रतिरोधप्रवर्तनानाम् अवलोकनाय सर्वदलसमारोहः आयोजयितुं निर्णयः।,"तिरुवनन्तपुरम्- केरलराज्ये कोविड् प्रतिरोधप्रवर्तनानि  चर्चितुं मुख्यमन्त्री पिणरायि विजयन् वर्यः सर्वदलानाम् अधिवेशनं समाहूतवान्। जूलै 24 दिनाङ्के सायं त्रिवादने वीडियो समारोहरूपेणैव अधिवेशनं सम्पत्स्यते।
     विधानसभायाः निर्णीतसमारोहस्य परिवर्तनादीन् विषयान् सर्वदलाधिवेशने चर्चाविषयो भविता। धनविनियोगदेयकस्य समर्थनार्थमेव जूलै 27 दिनाङ्के विधानसभायाः आधिवेशनं निश्चितमासीत्। परन्तु कोविड् व्यापने रूषिते अधिवेशनं परिवर्तनीयं भवति।
     अस्मिन्नन्तरे राज्य कोविडामयेन चत्वारः जना अद्य मृताः। इदंप्रथमतया एव एकस्मिन् दिने चत्वारि मरणानि आवेदयति। अनेन कोविड् बाधया राज्ये मृतानां संख्या 48 जाताः।"
https://navavani.org.in/wp/archives/13767,कोविड् प्रतिरोधकम्- प्रथमसोपाने ३७५ जनेषु परीक्षणम्- एयिंस् निदेशकः।,"नवदिल्ली- अखिलभारतीय वैद्यकसंस्थानस्य-एयिंस्- कोविड् प्रतिरोधकपरीक्षणं प्रथमसोपाने ३७५ जनेषु विधास्यति इति निदेशकः रण्दीप् गुलेरिया असूचयत्।
प्रतिरोधकपरीक्षणाय १८०० जनाः एयिंस् जालपुटे पञ्जीकृतवन्तः। एषु ११२५ जनेषु परीक्षणं विधास्यति। प्रथमसोपाने ३७५ जनेषु परीक्षणेन प्रतिरोधकस्य सुरक्षितत्वं मात्रा च ज्ञातुं शक्यते।
द्वितीयसोपाने १२ तः ६५पर्यन्तं वयःपरिमितेषु ७०० जनेषु परीक्षणं भविता। तृतीयसोपाने अधिकाधिकेषु जनेषु परीक्षणं व्यापयिष्यति। तृतीयसोपानस्यन्ते परीक्षिताः विषाणुं प्रति यावत् प्रतिरोधकम् आर्जितवन्तः इत्यवगम्यते इत्यपि एयिंस् निदेशकः अवदत्।"
https://navavani.org.in/wp/archives/13744,कोविड्-19- भारते समाजाभिव्यापनं सम्पन्नमिति भारतीयवैद्यकनिकायः।,"नवदिल्ली- भारते कोविड् रोगस्य समाजाभिव्यापनं सम्पन्नमिति भारतीय-वैद्यक-निकायः(I.M.A.). राष्ट्रे एतावत्पर्यन्तं समाजव्यापनं न जातमिति केन्द्रीय-स्वास्थ्यमन्त्रालयस्य वादावृत्तेरन्तराले एव भिषग्वराणाम् अयमभिप्रायः।
     राष्ट्रे एतदभ्यन्तरे कोविड् समाजाभिव्यापनं समभवत्। इतः परं भारते स्थितिः सङ्कीर्णा भवेत्। रोगव्यापनं रूक्षं भवेत् इत्यपि ऐ.एम्. ए. अधिकारी वि.के. मोङ्गा अवदत्।
     प्रतिदिनं राष्ट्रे 30000 इति क्रमेण रोदबाधितानां संख्या वर्धते। अधुना ग्रामप्रदेशेष्वपि रोगव्यापनं तीक्ष्णं भवति। अतः समाजव्यापनमेव सूचयति।
     केरले तिरुवनन्तपुरं मण्डले द्वयोः प्रदेशयोः समाजव्यापनं सञ्जातमिति मुख्यमन्त्री पिणरायि विजयन् वर्यः अवदत्। राष्ट्रे सर्वकारीणतले एव समाजव्यापनस्य स्थिरीकरणं केरले एव जातम्।"
https://navavani.org.in/wp/archives/13728,कोविड् रोगव्यापनम्- तिरुवनन्तपुरं समुद्रतटप्रदेशेषु पूर्णपिधानं विधास्यति। तटप्रदेशः तिस्रः मेखलाः परिकल्प्य प्रतिरोधः।,"तिरुवनन्तपुरम्- कोविड् रोगव्यापने वर्धमाने तटप्रदेशेषु पूर्णपिधानं विधास्यतीति मुख्यमन्त्री अवदत्। आगामिनि दिने एतदर्थम् आदेशः दीयते इति अवलोकनयोगानन्तरं मुख्यमन्त्री वार्ताहरान् व्यजिज्ञपत्।
प्रतिरोधप्रवर्तनानि सफलानि कर्तुं तटप्रदेशः मेखलात्रयरूपेण पर्यकल्पयत्। अञ्चुतेङ् आरभ्य पेरुमातुरा पर्यन्तं प्रथममेखला, पेरुमातुरा तः विषिञ्ञं पर्यन्तं द्वितीयमेखला, विषिञ्ञं आरभ्य ऊरम्प् पर्यन्तं तृतीयमेखला च। अत्र स्थितिगतीः नियन्त्रयितुं आरक्षिदलं नियुक्तमित्यपि मुख्यमन्त्री अवदत्।
प्रति मेखलं द्वौ भारतीयप्राशासनिकसेवा राजपुरुषौ दायित्वं स्वीकरिष्यतः। तटप्रदेशे यात्रार्थं निरोधः आयोजितः। अवश्यकार्यायैव यात्रोद्यमः भवेयुरिति मुख्यमन्त्री अवदत्।"
https://navavani.org.in/wp/archives/13711,"केरले प्लस्-टु, वि.एच्.एस्.इ. परीक्षापरिणामः अद्य घोषयिष्यति।","तिरुवनन्तपुरम्- केरलराज्ये प्लस्-टु (उच्चतरविद्यालयः) वि.एच्.एस्.इ.(वृत्तिविषयक उच्चतरविद्यालयः) परीक्षापरिणामः अद्य धोषयिष्यति। अद्य मध्याह्नादूर्ध्वं द्विवादने शिक्षामन्त्री प्रो. सी. रवीन्द्रनाथवर्यः परीक्षाफलं धोषयिष्यति।www.keralaresult.nic.in इति जालपुटे परीक्षाफलं लप्स्यते। डि.एच्.एस्.इ.  पि.आर्.डि. कैट्  जालपुटेष्वपि फलं लभेत। पि.आर्.डि, लैव, सफलं 2020 मोवैल् आप् द्वारा अपि परीक्षापरिणामं ज्ञातुं शक्यते। सि.बि. एस्.इ दशमकक्ष्यापरीक्षाफलमपि अद्य घोषयिष्यति।"
https://navavani.org.in/wp/archives/13684,श्रीपद्मनाभस्वामिमन्दिरप्रशासने राजपरिवारस्यापि अधिकारः-सर्वोच्चन्यायालयः।,"नवदिल्ली- श्रीपद्मनाभमन्दिरे तिरुवितांकूर् राजपरिवारस्य अधिकारः सर्वोच्चन्यायालयेन व्यवस्थापितः। मन्दिरं सर्वकारेण स्वायत्तीकरणीयम् इति केरलीय-उच्चन्यायालयस्य निर्णयं विरुध्य राजपरिवारेण समर्पिते आवेदने एव अधुना सर्वोच्चन्यायालयस्य निर्णायकः विधिनिर्णयः।
     पद्मनाभस्वामिमन्दिरस्य प्रशासनाय नूतना समितिः आयोजनीया इति न्यायालयेन आदेशो दत्तः। तावत्पर्यन्तं मण्डलन्यायाधिपस्य आध्यक्ष्ये अधुना स्थितायाः समितेः मन्दिरप्रशासनम् अनुवर्तयितुम् अधिकारः अस्ति। न्यायाधिशः यु.यु. ललित् वर्यस्य आध्यक्ष्ये आयोजितस्य संवेशनस्यैव एष निर्णयः।
     पद्मनाभस्वामिमन्दिरं राज्ञः परम्परायै दातुं व्यवस्था नास्तीति सूचयन्नेव 2011 संवत्सरे मन्दिरं सर्वकारेण स्वायत्तीकरणीयमिति उच्चन्यायालयेन आदेशो दत्तः आसीत्। एनं निर्णयं विरुध्यैव राजपरिवारः सर्वोच्चन्यायालये व्यहारं नीतवन्तः।"
https://navavani.org.in/wp/archives/13670,"ऐश्वर्या राय् बच्चन्, पुत्री आराध्या च कोविड् बाधिते।","मुम्बै- विख्यातः अभिनेता अमिताब् बच्चन् तस्य पुत्रः अभिषेक् बच्चन् च कोविड् रोगबाधया चिकित्सालयं प्रवेशितावास्ताम्। तत्पश्चात् बच्चन् वर्यस्य स्नुषा ऐश्वर्या राय् बच्चन्, पौत्री आराध्या बच्चन् च रोगबाधिते जाते।
पूर्वं द्वयोः आन्टीजन् परिशोधनायां रोगः न स्थिरीकृतः आसीत्। परन्तु स्रवपरिशोधनायाम् अधुना रोगबाधा स्थिरीकृता।"
https://navavani.org.in/wp/archives/13633,"एकस्यां दीर्घपीठिकायाम् एकः छात्रः, महाराष्ट्र राज्ये द्वयोः मण्डलयोः विद्यालयाः प्रवर्तनमारब्धाः।","मुम्बै- एकस्मिन् वर्गे १५ छात्राः इति क्रमेण महाराष्ट्र राज्ये विद्यालयाः पुनरुद्घाटिताः। मुखावरणं धृत्वा एकस्मिन् दीर्घासन्दे एकः छात्रः इति क्रमेण द्वयोः मण्डलयोः विद्यालयाः एव प्रवर्तनमारब्धाः। चन्द्रपुर् गाद्चरोलि मण्डलयोः एव विद्यालयाः प्रवर्तनमारब्धाः।
एतयोः मण्डलयोः कोविड् रेगबाधितानां संख्या न्यूना जाता इत्यतः ९,१०,१२ वर्गाणां प्रारम्भाय राज्यशिक्षाविभागः जूण्-१५ दिनाङ्के मार्गनिर्देशमदात्।
जूलै ३१ पर्यन्तं राष्ट्रे विद्यालयाः पिहिताः भवेयुरिति केन्द्रसर्वकारस्य निर्देशमस्ति। तं निर्देशं विरुध्यैव महाराष्ट्रे विद्यालयानां पुनरुद्घाटनाय निर्णयो जातः।"
https://navavani.org.in/wp/archives/13626,उच्चतरविद्यालयपरीक्षायाः फलप्रख्यापनतिथिः अग्रे गता।,"तिरुवनन्तपुरम्- केरलराज्ये उच्चतरविद्यालयीपरीक्षायाः फलप्रख्यापनम् आयामितम्। अनन्तपुर्यां त्रितलपिधाने घोषिते एव फलप्रख्यापनतिथिः आयामिता। अस्मिन् मासे दशमदिनाङ्के फलप्रख्यापनं भवेदिति पूर्वं सूचितमासीत्। परन्तु पूर्णपिधानकारणेन परीक्षामण्डलस्य अधिवेशनं न शक्यमासीत्।
     परीक्षापत्राणां मूल्यनिर्णयं सम्पूर्णमभवत्। वोकेशनल् हयर् सेकण्टरि परीक्षायाः अपि फलं दशमदिनाङ्के प्रख्यापनीयमासीत्। तदपि आयामितम्।"
https://navavani.org.in/wp/archives/13602,सचिवपदव्याः निष्कासितः शिवशङ्कर् वर्यः विरामे प्रविशति।,"तिरुवनन्तपुरम्- सूचना-तान्त्रिकविद्या सचिवः एं शिवशङ्करवर्यः विरामाय प्रार्थनामदात्। सुवर्णवहनव्यवहारे लग्नया स्वप्ना सुरेष् इति युवत्या सह सम्बन्धमारोप्य सः सचिवपदव्याः निष्कासितः आसीत्।
एतदनन्तरमेव स विरामाय प्रार्थनापत्रमदात्। षण्मासपर्यन्तं विरामं स्वीकर्तुम् अनुमत्यै एव स प्रार्थितवान्।
ऐक्य अरब् राष्ट्रव्यूहे वाणिज्यदूतकार्यालयसम्बन्धिनि व्यवहारे मुख्याभिशस्तेति सन्दिह्यमानया स्वप्ना सुरेष् इति युवत्या सह शिवशङ्करस्य अतिपरिचयः अस्तीति सूचनया बह्यः उक्तयः आसीत्। विपक्षिदलनेता रमेश् चेन्नित्तला, भा.ज.पा. राज्यस्तरीयाध्यक्षः के. सुरेन्द्रन् च मुख्यमन्त्रिणं शिवशङ्करं च तीक्ष्णरूपेण विमर्शितवन्तौ।
सुवर्णवहने लग्नानां कृते मुख्यमन्त्रिणः कार्यालयेन सम्बन्धः अस्तीति विपक्षारोपम् अभिलक्ष्यैव ऐ.टी. सचिवं स्वस्थानात् निरकासयत्।"
https://navavani.org.in/wp/archives/13585,"पूर्वलडाक् सीमां प्रति भारतम् अधिकानि सेनाङ्गानि न्ययोजयत्, उत्तरप्रदेशात् 15000 सैनिकाः।","देहली- पूर्वलडाक् सीम्नि भारतम् अधिकानि सेनाङ्गानि न्ययोजयत्। उत्तरप्रजेशात् 15000 सैनिकानाम् आगमनेन सीमायां भारतीयसैनिकानां संख्या 50000 अतीताः टि-90 विचक्रपरिवाहानभिव्याप्य सर्वे सन्नाहाः तत्र आयोजिताः। पूर्वमेव तिस्रः सेनाकक्ष्या विचक्रपरिवाहाश्य सीमायामासन्।
     गतदिने सम्पन्नायाम् उच्चतलसेनाचर्चायां स्वीकृतां समयामनुसृत्य स्वकीयान् सेनासन्नाहान् प्रत्याययितुं यदि चीना सन्नद्धः भवेत् तर्हि समानरीत्या भारतसेनायाः अपि  प्रतिनिवर्तनं भविता। तावत्पर्यन्तं सेनाविन्यासः तत्रैव तिष्ठेत्।
     निमनोन्नतप्रदेशस्थेन पर्यावरणेन सह अनुपदं समीकृत्यैव सेनाङ्गानि 14000 पदपरिमितां सीमां प्रापयत्।"
https://navavani.org.in/wp/archives/13532,राष्ट्रिय-योग्यता-प्रवेशकपरीक्षा (नीट्) सेप्तम्बर् १३ दिनाङ्के तथा मुख्य सहयोगप्रवेशकपरीक्षा (जे.ई.ई. मेयिन्) सेप्तम्बर् प्रथमतः षष्टदिनाङ्कपर्यन्तम्।,"नवदिल्ली- जूलै अन्तिमे वारे आयोजनीये जे.ई.ई., नीट् परीक्षे आयामिते। कोविड् व्यापनसाहचर्ये छात्राणां सुरक्षां परिगणय्यैव परीक्षयोः परिवर्तनं निर्णीतमिति केन्द्रीय मानवसंसाधनमन्त्री रमेश् पोख्रियाल् वर्यः अवदत्।
नीट् परीक्षा सेप्तम्बर् १३ दिनाङ्के चालयिष्यति। जे.इ.इ. परीक्षा सेप्तम्बर् १ तः ६ पर्यन्तमपि भविता। जे.इ.इ. अड्वान्स् परीक्षा सेप्तम्बर् २७ दिनाङ्के चालयिष्यति। कोविड् व्यापनमभिलक्ष्य द्वितीयवारमेव एताः परीक्षाःपरिवर्तिताः।"
https://navavani.org.in/wp/archives/13494,"अज्ञातप्रभवः कोविड् रोगः अधिकतया सूच्यते, अनन्तपुर्याम् आशङ्का वर्धते।","तिरुवनन्तपुरम्- अज्ञातप्रभवाणां कोविड्रोगिणां संख्यायां वर्धने जाते तिरुवनन्तपुरे  आशङ्का वर्धिता। नगरे नियन्त्रणानि कठिनीकृतानि। रोगावेदितेषु स्थलेषु महानगरसभायाः नेतृत्वे अणुनशीकरणप्रवर्तनानि अनुवर्तन्ते।  वञ्चियूर्, कुन्नुपुरं प्रदेशौ नियन्त्रितदेशौ करिष्यते।
    प्रभवमज्ञात्वा चतुर्णां जनानां रोगः ह्यस्तने स्थिरीकृतः आसीत्। अनेनैव आशङ्का वर्धिता। महानगरान्तर्भागे जननिबिडः साफल्यम् इति आपणसमुच्चये असं देशीयः कश्चन कर्मकरः ह्यस्तने रोगबाधितः आसीत्।
     पालयम् आपणे वीथीव्यापारः नानुमीयते। प्रथमद्वारेणैव तत्र जनान् प्रावेशयिष्यतीति अधिकृतैः सूच्यते।"
https://navavani.org.in/wp/archives/13488,"तमिल् नाटु लिग्नैट् निलये स्फोटनम्, षट् मरणानि, १७ जनाः आहताः।","नेय्वेली- तमिल् नाटुराज्ये नेय्वेली लिग्नैट् निलये सञ्जाते स्फोटने षट् जनाः मृताः। १७ जनाः आहताः। निलयस्थः कटाहः स्फोटयित्वा एव अपघातः समजायत। स्थले रक्षा प्रवर्तनानि अनुवर्तन्ते।
     तापोर्जनिलये पञ्चमे एकके एव स्फोटनं सञ्जातम्। अद्य प्रातः कर्मकराः आगत्य निलयस्य प्रवर्तनं यदा आरभन्त तदा एव कटाहः स्फोटनेन भग्नः। बहवः जनाः अधुनापि तत्र अग्निमध्यस्थाः सन्तीति सूचना अस्ति। अग्निशमनसेनाङ्गानि रक्षिणश्च समागताः।"
https://navavani.org.in/wp/archives/13480,चीनायाम् अन्यो नूतनः विषाणुः दृष्टः। एष कोरोणा विषाणोरपि मारकः इति शास्त्रज्ञाः।,"बीजिङ्-  अविश्वं मृत्युताण्डवं विधास्यन् कोरोणाविषाणुः व्याप्यमानः अस्ति। अस्य पश्चात् भीतिदः अन्यः विषाणुः चीनातः आविर्भूत इति श्रूयते। मानवेषु अत्यधिकम् आपत्करः भवति अयम्। एतावत्पर्यन्तम् अनुपलब्धः सूकरज्वरहेतुकश्च भवत्ययं विषाणुः इति चीनीयगवेषकाः वदन्ति। 2009 वर्षे विश्वे व्याप्तस्य सूकरज्वरस्य समानः आमयः  अनेन सञ्जायते। मानवेष्वपि एनं विषाणुं समपश्यदिति गवेषकाः वदन्ति।
     अथुना उपलभ्यमानं किमपि निवारकौषधम्  अस्य कृते प्रतिरोधकं न भवति। जागरूकता नास्ति चेत् अयं विषाणुः आविश्वं व्याप्यते इति गवेषकाणां सूचना अस्ति।"
